Q-1,Q,Q+1,Q+2,Q+3,Q+4
0.392857143,0.295714286,0.155714286,0.064285714,0.104285714,0.342857143
0.295714286,0.155714286,0.064285714,0.104285714,0.342857143,0.165714286
0.155714286,0.064285714,0.104285714,0.342857143,0.165714286,0.191428571
0.064285714,0.104285714,0.342857143,0.165714286,0.191428571,0.295714286
0.104285714,0.342857143,0.165714286,0.191428571,0.295714286,0.428571429
0.342857143,0.165714286,0.191428571,0.295714286,0.428571429,0.55
0.165714286,0.191428571,0.295714286,0.428571429,0.55,0.597142857
0.191428571,0.295714286,0.428571429,0.55,0.597142857,0.501428571
0.295714286,0.428571429,0.55,0.597142857,0.501428571,0.605714286
0.428571429,0.55,0.597142857,0.501428571,0.605714286,0.62
0.55,0.597142857,0.501428571,0.605714286,0.62,0.542857143
0.597142857,0.501428571,0.605714286,0.62,0.542857143,0.628571429
0.501428571,0.605714286,0.62,0.542857143,0.628571429,1
0.605714286,0.62,0.542857143,0.628571429,1,0.944285714
0.62,0.542857143,0.628571429,1,0.944285714,0.704285714
0.542857143,0.628571429,1,0.944285714,0.704285714,0.61
0.628571429,1,0.944285714,0.704285714,0.61,0.665714286
1,0.944285714,0.704285714,0.61,0.665714286,0.858571429
0.944285714,0.704285714,0.61,0.665714286,0.858571429,0.944285714
0.704285714,0.61,0.665714286,0.858571429,0.944285714,0.875714286
0.61,0.665714286,0.858571429,0.944285714,0.875714286,0.777142857
0.665714286,0.858571429,0.944285714,0.875714286,0.777142857,0.922857143
0.858571429,0.944285714,0.875714286,0.777142857,0.922857143,2.791428571
0.944285714,0.875714286,0.777142857,0.922857143,2.791428571,2.961428571
0.875714286,0.777142857,0.922857143,2.791428571,2.961428571,2.891428571
0.777142857,0.922857143,2.791428571,2.961428571,2.891428571,2.19
0.922857143,2.791428571,2.961428571,2.891428571,2.19,1.782857143
2.791428571,2.961428571,2.891428571,2.19,1.782857143,1.212857143
2.961428571,2.891428571,2.19,1.782857143,1.212857143,0.952857143
2.891428571,2.19,1.782857143,1.212857143,0.952857143,0.54
2.19,1.782857143,1.212857143,0.952857143,0.54,0.312857143
1.782857143,1.212857143,0.952857143,0.54,0.312857143,0.23
1.212857143,0.952857143,0.54,0.312857143,0.23,0.235714286
0.952857143,0.54,0.312857143,0.23,0.235714286,0.272857143
0.54,0.312857143,0.23,0.235714286,0.272857143,0.255714286
0.312857143,0.23,0.235714286,0.272857143,0.255714286,0.157142857
0.23,0.235714286,0.272857143,0.255714286,0.157142857,0.111428571
0.235714286,0.272857143,0.255714286,0.157142857,0.111428571,0.122857143
0.272857143,0.255714286,0.157142857,0.111428571,0.122857143,0.075714286
0.255714286,0.157142857,0.111428571,0.122857143,0.075714286,0.087142857
0.157142857,0.111428571,0.122857143,0.075714286,0.087142857,0.135714286
0.111428571,0.122857143,0.075714286,0.087142857,0.135714286,0.191428571
0.122857143,0.075714286,0.087142857,0.135714286,0.191428571,0.171428571
0.075714286,0.087142857,0.135714286,0.191428571,0.171428571,0.148571429
0.087142857,0.135714286,0.191428571,0.171428571,0.148571429,0.05
0.135714286,0.191428571,0.171428571,0.148571429,0.05,0.06
0.191428571,0.171428571,0.148571429,0.05,0.06,0.071428571
0.171428571,0.148571429,0.05,0.06,0.071428571,0.081428571
0.148571429,0.05,0.06,0.071428571,0.081428571,0.052857143
0.05,0.06,0.071428571,0.081428571,0.052857143,0.061428571
0.06,0.071428571,0.081428571,0.052857143,0.061428571,0.07
0.071428571,0.081428571,0.052857143,0.061428571,0.07,0.08
0.081428571,0.052857143,0.061428571,0.07,0.08,0.074285714
0.052857143,0.061428571,0.07,0.08,0.074285714,0.07
0.061428571,0.07,0.08,0.074285714,0.07,0.072857143
0.07,0.08,0.074285714,0.07,0.072857143,0.08
0.08,0.074285714,0.07,0.072857143,0.08,0.125714286
0.074285714,0.07,0.072857143,0.08,0.125714286,0.472857143
0.07,0.072857143,0.08,0.125714286,0.472857143,0.471428571
0.072857143,0.08,0.125714286,0.472857143,0.471428571,0.361428571
0.08,0.125714286,0.472857143,0.471428571,0.361428571,0.345714286
0.125714286,0.472857143,0.471428571,0.361428571,0.345714286,0.435714286
0.472857143,0.471428571,0.361428571,0.345714286,0.435714286,0.371428571
0.471428571,0.361428571,0.345714286,0.435714286,0.371428571,0.351428571
0.361428571,0.345714286,0.435714286,0.371428571,0.351428571,0.3
0.345714286,0.435714286,0.371428571,0.351428571,0.3,0.318571429
0.435714286,0.371428571,0.351428571,0.3,0.318571429,0.367142857
0.371428571,0.351428571,0.3,0.318571429,0.367142857,0.44
0.351428571,0.3,0.318571429,0.367142857,0.44,0.467142857
0.3,0.318571429,0.367142857,0.44,0.467142857,0.41
0.318571429,0.367142857,0.44,0.467142857,0.41,0.384285714
0.367142857,0.44,0.467142857,0.41,0.384285714,0.421428571
0.44,0.467142857,0.41,0.384285714,0.421428571,0.68
0.467142857,0.41,0.384285714,0.421428571,0.68,0.621428571
0.41,0.384285714,0.421428571,0.68,0.621428571,0.781428571
0.384285714,0.421428571,0.68,0.621428571,0.781428571,1.17
0.421428571,0.68,0.621428571,0.781428571,1.17,1.737142857
0.68,0.621428571,0.781428571,1.17,1.737142857,2.378571429
0.621428571,0.781428571,1.17,1.737142857,2.378571429,2.445714286
0.781428571,1.17,1.737142857,2.378571429,2.445714286,1.822857143
1.17,1.737142857,2.378571429,2.445714286,1.822857143,5.844285714
1.737142857,2.378571429,2.445714286,1.822857143,5.844285714,2.994285714
2.378571429,2.445714286,1.822857143,5.844285714,2.994285714,1.285714286
2.445714286,1.822857143,5.844285714,2.994285714,1.285714286,0.772857143
1.822857143,5.844285714,2.994285714,1.285714286,0.772857143,0.411428571
5.844285714,2.994285714,1.285714286,0.772857143,0.411428571,0.745714286
2.994285714,1.285714286,0.772857143,0.411428571,0.745714286,0.5
1.285714286,0.772857143,0.411428571,0.745714286,0.5,0.275714286
0.772857143,0.411428571,0.745714286,0.5,0.275714286,0.254285714
0.411428571,0.745714286,0.5,0.275714286,0.254285714,0.222857143
0.745714286,0.5,0.275714286,0.254285714,0.222857143,0.185714286
0.5,0.275714286,0.254285714,0.222857143,0.185714286,0.148571429
0.275714286,0.254285714,0.222857143,0.185714286,0.148571429,0.11
0.254285714,0.222857143,0.185714286,0.148571429,0.11,0.048571429
0.222857143,0.185714286,0.148571429,0.11,0.048571429,0.031428571
0.185714286,0.148571429,0.11,0.048571429,0.031428571,0.03
0.148571429,0.11,0.048571429,0.031428571,0.03,0.03
0.11,0.048571429,0.031428571,0.03,0.03,0.03
0.048571429,0.031428571,0.03,0.03,0.03,0.031428571
0.031428571,0.03,0.03,0.03,0.031428571,0.04
0.03,0.03,0.03,0.031428571,0.04,0.04
0.03,0.03,0.031428571,0.04,0.04,0.037142857
0.03,0.031428571,0.04,0.04,0.037142857,0.05
0.031428571,0.04,0.04,0.037142857,0.05,0.05
0.04,0.04,0.037142857,0.05,0.05,0.05
0.04,0.037142857,0.05,0.05,0.05,0.338571429
0.037142857,0.05,0.05,0.05,0.338571429,0.164285714
0.05,0.05,0.05,0.338571429,0.164285714,0.325714286
0.05,0.05,0.338571429,0.164285714,0.325714286,0.442857143
0.05,0.338571429,0.164285714,0.325714286,0.442857143,0.451428571
0.338571429,0.164285714,0.325714286,0.442857143,0.451428571,0.457142857
0.164285714,0.325714286,0.442857143,0.451428571,0.457142857,0.394285714
0.325714286,0.442857143,0.451428571,0.457142857,0.394285714,0.407142857
0.442857143,0.451428571,0.457142857,0.394285714,0.407142857,0.462857143
0.451428571,0.457142857,0.394285714,0.407142857,0.462857143,0.431428571
0.457142857,0.394285714,0.407142857,0.462857143,0.431428571,0.4
0.394285714,0.407142857,0.462857143,0.431428571,0.4,0.431428571
0.407142857,0.462857143,0.431428571,0.4,0.431428571,0.431428571
0.462857143,0.431428571,0.4,0.431428571,0.431428571,0.425714286
0.431428571,0.4,0.431428571,0.431428571,0.425714286,0.414285714
0.4,0.431428571,0.431428571,0.425714286,0.414285714,0.471428571
0.431428571,0.431428571,0.425714286,0.414285714,0.471428571,0.481428571
0.431428571,0.425714286,0.414285714,0.471428571,0.481428571,0.477142857
0.425714286,0.414285714,0.471428571,0.481428571,0.477142857,1.144285714
0.414285714,0.471428571,0.481428571,0.477142857,1.144285714,1.328571429
0.471428571,0.481428571,0.477142857,1.144285714,1.328571429,1.077142857
0.481428571,0.477142857,1.144285714,1.328571429,1.077142857,0.995714286
0.477142857,1.144285714,1.328571429,1.077142857,0.995714286,1.037142857
1.144285714,1.328571429,1.077142857,0.995714286,1.037142857,2.155714286
1.328571429,1.077142857,0.995714286,1.037142857,2.155714286,3.222857143
1.077142857,0.995714286,1.037142857,2.155714286,3.222857143,3.725714286
0.995714286,1.037142857,2.155714286,3.222857143,3.725714286,3.372857143
1.037142857,2.155714286,3.222857143,3.725714286,3.372857143,1.785714286
2.155714286,3.222857143,3.725714286,3.372857143,1.785714286,1.19
3.222857143,3.725714286,3.372857143,1.785714286,1.19,0.418571429
3.725714286,3.372857143,1.785714286,1.19,0.418571429,0.15
3.372857143,1.785714286,1.19,0.418571429,0.15,0.15
1.785714286,1.19,0.418571429,0.15,0.15,0.124285714
1.19,0.418571429,0.15,0.15,0.124285714,0.06
0.418571429,0.15,0.15,0.124285714,0.06,0.048571429
0.15,0.15,0.124285714,0.06,0.048571429,0.051428571
0.15,0.124285714,0.06,0.048571429,0.051428571,0.041428571
0.124285714,0.06,0.048571429,0.051428571,0.041428571,0.025714286
0.06,0.048571429,0.051428571,0.041428571,0.025714286,0.02
0.048571429,0.051428571,0.041428571,0.025714286,0.02,0.02
0.051428571,0.041428571,0.025714286,0.02,0.02,0.02
0.041428571,0.025714286,0.02,0.02,0.02,1.035714286
0.025714286,0.02,0.02,0.02,1.035714286,0.02
0.02,0.02,0.02,1.035714286,0.02,0.02
0.02,0.02,1.035714286,0.02,0.02,0.02
0.02,1.035714286,0.02,0.02,0.02,0.024285714
1.035714286,0.02,0.02,0.02,0.024285714,0.028571429
0.02,0.02,0.02,0.024285714,0.028571429,0.018571429
0.02,0.02,0.024285714,0.028571429,0.018571429,0.015714286
0.02,0.024285714,0.028571429,0.018571429,0.015714286,0.052857143
0.024285714,0.028571429,0.018571429,0.015714286,0.052857143,0.864285714
0.028571429,0.018571429,0.015714286,0.052857143,0.864285714,0.471428571
0.018571429,0.015714286,0.052857143,0.864285714,0.471428571,1.561428571
0.015714286,0.052857143,0.864285714,0.471428571,1.561428571,0.7
0.052857143,0.864285714,0.471428571,1.561428571,0.7,0.452857143
0.864285714,0.471428571,1.561428571,0.7,0.452857143,0.44
0.471428571,1.561428571,0.7,0.452857143,0.44,0.455714286
1.561428571,0.7,0.452857143,0.44,0.455714286,0.47
0.7,0.452857143,0.44,0.455714286,0.47,0.47
0.452857143,0.44,0.455714286,0.47,0.47,0.482857143
0.44,0.455714286,0.47,0.47,0.482857143,0.54
0.455714286,0.47,0.47,0.482857143,0.54,0.617142857
0.47,0.47,0.482857143,0.54,0.617142857,0.6
0.47,0.482857143,0.54,0.617142857,0.6,0.545714286
0.482857143,0.54,0.617142857,0.6,0.545714286,0.582857143
0.54,0.617142857,0.6,0.545714286,0.582857143,0.672857143
0.617142857,0.6,0.545714286,0.582857143,0.672857143,1.217142857
0.6,0.545714286,0.582857143,0.672857143,1.217142857,1.274285714
0.545714286,0.582857143,0.672857143,1.217142857,1.274285714,0.778571429
0.582857143,0.672857143,1.217142857,1.274285714,0.778571429,0.795714286
0.672857143,1.217142857,1.274285714,0.778571429,0.795714286,1.317142857
1.217142857,1.274285714,0.778571429,0.795714286,1.317142857,1.67
1.274285714,0.778571429,0.795714286,1.317142857,1.67,1.44
0.778571429,0.795714286,1.317142857,1.67,1.44,1.637142857
0.795714286,1.317142857,1.67,1.44,1.637142857,1.802857143
1.317142857,1.67,1.44,1.637142857,1.802857143,2.061428571
1.67,1.44,1.637142857,1.802857143,2.061428571,5.128571429
1.44,1.637142857,1.802857143,2.061428571,5.128571429,5.195714286
1.637142857,1.802857143,2.061428571,5.128571429,5.195714286,6.47
1.802857143,2.061428571,5.128571429,5.195714286,6.47,5.414285714
2.061428571,5.128571429,5.195714286,6.47,5.414285714,2.4
5.128571429,5.195714286,6.47,5.414285714,2.4,1.128571429
5.195714286,6.47,5.414285714,2.4,1.128571429,0.707142857
6.47,5.414285714,2.4,1.128571429,0.707142857,0.451428571
5.414285714,2.4,1.128571429,0.707142857,0.451428571,0.297142857
2.4,1.128571429,0.707142857,0.451428571,0.297142857,0.261428571
1.128571429,0.707142857,0.451428571,0.297142857,0.261428571,0.26
0.707142857,0.451428571,0.297142857,0.261428571,0.26,0.265714286
0.451428571,0.297142857,0.261428571,0.26,0.265714286,0.535714286
0.297142857,0.261428571,0.26,0.265714286,0.535714286,4.255714286
0.261428571,0.26,0.265714286,0.535714286,4.255714286,0.6
0.26,0.265714286,0.535714286,4.255714286,0.6,0.221428571
0.265714286,0.535714286,4.255714286,0.6,0.221428571,0.08
0.535714286,4.255714286,0.6,0.221428571,0.08,0.065714286
4.255714286,0.6,0.221428571,0.08,0.065714286,0.06
0.6,0.221428571,0.08,0.065714286,0.06,1.43
0.221428571,0.08,0.065714286,0.06,1.43,0.6
0.08,0.065714286,0.06,1.43,0.6,0.157142857
0.065714286,0.06,1.43,0.6,0.157142857,0.117142857
0.06,1.43,0.6,0.157142857,0.117142857,0.068571429
1.43,0.6,0.157142857,0.117142857,0.068571429,0.07
0.6,0.157142857,0.117142857,0.068571429,0.07,0.092857143
0.157142857,0.117142857,0.068571429,0.07,0.092857143,0.34
0.117142857,0.068571429,0.07,0.092857143,0.34,0.622857143
0.068571429,0.07,0.092857143,0.34,0.622857143,0.494285714
0.07,0.092857143,0.34,0.622857143,0.494285714,0.311428571
0.092857143,0.34,0.622857143,0.494285714,0.311428571,0.347142857
0.34,0.622857143,0.494285714,0.311428571,0.347142857,0.448571429
0.622857143,0.494285714,0.311428571,0.347142857,0.448571429,0.452857143
0.494285714,0.311428571,0.347142857,0.448571429,0.452857143,0.445714286
0.311428571,0.347142857,0.448571429,0.452857143,0.445714286,0.427142857
0.347142857,0.448571429,0.452857143,0.445714286,0.427142857,0.371428571
0.448571429,0.452857143,0.445714286,0.427142857,0.371428571,0.38
0.452857143,0.445714286,0.427142857,0.371428571,0.38,0.441428571
0.445714286,0.427142857,0.371428571,0.38,0.441428571,0.421428571
0.427142857,0.371428571,0.38,0.441428571,0.421428571,0.372857143
0.371428571,0.38,0.441428571,0.421428571,0.372857143,0.388571429
0.38,0.441428571,0.421428571,0.372857143,0.388571429,0.415714286
0.441428571,0.421428571,0.372857143,0.388571429,0.415714286,0.444285714
0.421428571,0.372857143,0.388571429,0.415714286,0.444285714,0.471428571
0.372857143,0.388571429,0.415714286,0.444285714,0.471428571,0.5
0.388571429,0.415714286,0.444285714,0.471428571,0.5,0.528571429
0.415714286,0.444285714,0.471428571,0.5,0.528571429,0.561428571
0.444285714,0.471428571,0.5,0.528571429,0.561428571,0.794285714
0.471428571,0.5,0.528571429,0.561428571,0.794285714,1.695714286
0.5,0.528571429,0.561428571,0.794285714,1.695714286,2.447142857
0.528571429,0.561428571,0.794285714,1.695714286,2.447142857,2.43
0.561428571,0.794285714,1.695714286,2.447142857,2.43,2.344285714
0.794285714,1.695714286,2.447142857,2.43,2.344285714,2.225714286
1.695714286,2.447142857,2.43,2.344285714,2.225714286,1.805714286
2.447142857,2.43,2.344285714,2.225714286,1.805714286,1.444285714
2.43,2.344285714,2.225714286,1.805714286,1.444285714,1.012857143
2.344285714,2.225714286,1.805714286,1.444285714,1.012857143,0.94
2.225714286,1.805714286,1.444285714,1.012857143,0.94,0.761428571
1.805714286,1.444285714,1.012857143,0.94,0.761428571,0.445714286
1.444285714,1.012857143,0.94,0.761428571,0.445714286,0.312857143
1.012857143,0.94,0.761428571,0.445714286,0.312857143,0.237142857
0.94,0.761428571,0.445714286,0.312857143,0.237142857,0.162857143
0.761428571,0.445714286,0.312857143,0.237142857,0.162857143,0.131428571
0.445714286,0.312857143,0.237142857,0.162857143,0.131428571,0.11
0.312857143,0.237142857,0.162857143,0.131428571,0.11,0.088571429
0.237142857,0.162857143,0.131428571,0.11,0.088571429,0.067142857
0.162857143,0.131428571,0.11,0.088571429,0.067142857,0.06
0.131428571,0.11,0.088571429,0.067142857,0.06,0.06
0.11,0.088571429,0.067142857,0.06,0.06,0.06
0.088571429,0.067142857,0.06,0.06,0.06,0.051428571
0.067142857,0.06,0.06,0.06,0.051428571,0.037142857
0.06,0.06,0.06,0.051428571,0.037142857,0.024285714
0.06,0.06,0.051428571,0.037142857,0.024285714,0.027142857
0.06,0.051428571,0.037142857,0.024285714,0.027142857,0.04
0.051428571,0.037142857,0.024285714,0.027142857,0.04,0.052857143
0.037142857,0.024285714,0.027142857,0.04,0.052857143,0.065714286
0.024285714,0.027142857,0.04,0.052857143,0.065714286,0.08
0.027142857,0.04,0.052857143,0.065714286,0.08,0.082857143
0.04,0.052857143,0.065714286,0.08,0.082857143,0.07
0.052857143,0.065714286,0.08,0.082857143,0.07,0.085714286
0.065714286,0.08,0.082857143,0.07,0.085714286,0.104285714
0.08,0.082857143,0.07,0.085714286,0.104285714,2.965714286
0.082857143,0.07,0.085714286,0.104285714,2.965714286,0.187142857
0.07,0.085714286,0.104285714,2.965714286,0.187142857,0.258571429
0.085714286,0.104285714,2.965714286,0.187142857,0.258571429,0.235714286
0.104285714,2.965714286,0.187142857,0.258571429,0.235714286,0.192857143
2.965714286,0.187142857,0.258571429,0.235714286,0.192857143,0.222857143
0.187142857,0.258571429,0.235714286,0.192857143,0.222857143,0.268571429
0.258571429,0.235714286,0.192857143,0.222857143,0.268571429,0.271428571
0.235714286,0.192857143,0.222857143,0.268571429,0.271428571,0.282857143
0.192857143,0.222857143,0.268571429,0.271428571,0.282857143,0.305714286
0.222857143,0.268571429,0.271428571,0.282857143,0.305714286,0.327142857
0.268571429,0.271428571,0.282857143,0.305714286,0.327142857,0.344285714
0.271428571,0.282857143,0.305714286,0.327142857,0.344285714,0.314285714
0.282857143,0.305714286,0.327142857,0.344285714,0.314285714,0.292857143
0.305714286,0.327142857,0.344285714,0.314285714,0.292857143,0.34
0.327142857,0.344285714,0.314285714,0.292857143,0.34,0.394285714
0.344285714,0.314285714,0.292857143,0.34,0.394285714,0.411428571
0.314285714,0.292857143,0.34,0.394285714,0.411428571,0.341428571
0.292857143,0.34,0.394285714,0.411428571,0.341428571,0.45
0.34,0.394285714,0.411428571,0.341428571,0.45,0.582857143
0.394285714,0.411428571,0.341428571,0.45,0.582857143,0.6
0.411428571,0.341428571,0.45,0.582857143,0.6,0.604285714
0.341428571,0.45,0.582857143,0.6,0.604285714,1.241428571
0.45,0.582857143,0.6,0.604285714,1.241428571,0.914285714
0.582857143,0.6,0.604285714,1.241428571,0.914285714,1.154285714
0.6,0.604285714,1.241428571,0.914285714,1.154285714,0.777142857
0.604285714,1.241428571,0.914285714,1.154285714,0.777142857,1.108571429
1.241428571,0.914285714,1.154285714,0.777142857,1.108571429,0.454285714
0.914285714,1.154285714,0.777142857,1.108571429,0.454285714,0.174285714
1.154285714,0.777142857,1.108571429,0.454285714,0.174285714,0.101428571
0.777142857,1.108571429,0.454285714,0.174285714,0.101428571,0.078571429
1.108571429,0.454285714,0.174285714,0.101428571,0.078571429,0.052857143
0.454285714,0.174285714,0.101428571,0.078571429,0.052857143,0.031428571
0.174285714,0.101428571,0.078571429,0.052857143,0.031428571,0.027142857
0.101428571,0.078571429,0.052857143,0.031428571,0.027142857,0.02
0.078571429,0.052857143,0.031428571,0.027142857,0.02,0.02
0.052857143,0.031428571,0.027142857,0.02,0.02,0.02
0.031428571,0.027142857,0.02,0.02,0.02,0.02
0.027142857,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02,0.027142857
0.02,0.02,0.02,0.02,0.027142857,0.042857143
0.02,0.02,0.02,0.027142857,0.042857143,0.05
0.02,0.02,0.027142857,0.042857143,0.05,0.065714286
0.02,0.027142857,0.042857143,0.05,0.065714286,0.07
0.027142857,0.042857143,0.05,0.065714286,0.07,0.07
0.042857143,0.05,0.065714286,0.07,0.07,0.07
0.05,0.065714286,0.07,0.07,0.07,0.07
0.065714286,0.07,0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07,0.07,0.072857143
0.07,0.07,0.07,0.07,0.072857143,0.092857143
0.07,0.07,0.07,0.072857143,0.092857143,0.121428571
0.07,0.07,0.072857143,0.092857143,0.121428571,0.172857143
0.07,0.072857143,0.092857143,0.121428571,0.172857143,0.228571429
0.072857143,0.092857143,0.121428571,0.172857143,0.228571429,0.258571429
0.092857143,0.121428571,0.172857143,0.228571429,0.258571429,0.265714286
0.121428571,0.172857143,0.228571429,0.258571429,0.265714286,0.251428571
0.172857143,0.228571429,0.258571429,0.265714286,0.251428571,0.23
0.228571429,0.258571429,0.265714286,0.251428571,0.23,0.137142857
0.258571429,0.265714286,0.251428571,0.23,0.137142857,0.195714286
0.265714286,0.251428571,0.23,0.137142857,0.195714286,0.235714286
0.251428571,0.23,0.137142857,0.195714286,0.235714286,0.404285714
0.23,0.137142857,0.195714286,0.235714286,0.404285714,0.295714286
0.137142857,0.195714286,0.235714286,0.404285714,0.295714286,0.498571429
0.195714286,0.235714286,0.404285714,0.295714286,0.498571429,0.871428571
0.235714286,0.404285714,0.295714286,0.498571429,0.871428571,0.948571429
0.404285714,0.295714286,0.498571429,0.871428571,0.948571429,1.848571429
0.295714286,0.498571429,0.871428571,0.948571429,1.848571429,1.138571429
0.498571429,0.871428571,0.948571429,1.848571429,1.138571429,0.844285714
0.871428571,0.948571429,1.848571429,1.138571429,0.844285714,0.501428571
0.948571429,1.848571429,1.138571429,0.844285714,0.501428571,0.177142857
1.848571429,1.138571429,0.844285714,0.501428571,0.177142857,0.16
1.138571429,0.844285714,0.501428571,0.177142857,0.16,0.12
0.844285714,0.501428571,0.177142857,0.16,0.12,0.082857143
0.501428571,0.177142857,0.16,0.12,0.082857143,0.061428571
0.177142857,0.16,0.12,0.082857143,0.061428571,0.038571429
0.16,0.12,0.082857143,0.061428571,0.038571429,0.03
0.12,0.082857143,0.061428571,0.038571429,0.03,0.03
0.082857143,0.061428571,0.038571429,0.03,0.03,0.03
0.061428571,0.038571429,0.03,0.03,0.03,0.03
0.038571429,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03,0.025714286
0.03,0.03,0.03,0.03,0.025714286,0.02
0.03,0.03,0.03,0.025714286,0.02,0.02
0.03,0.03,0.025714286,0.02,0.02,0.04
0.03,0.025714286,0.02,0.02,0.04,0.044285714
0.025714286,0.02,0.02,0.04,0.044285714,0.054285714
0.02,0.02,0.04,0.044285714,0.054285714,0.048571429
0.02,0.04,0.044285714,0.054285714,0.048571429,0.041428571
0.04,0.044285714,0.054285714,0.048571429,0.041428571,0.047142857
0.044285714,0.054285714,0.048571429,0.041428571,0.047142857,0.054285714
0.054285714,0.048571429,0.041428571,0.047142857,0.054285714,0.071428571
0.048571429,0.041428571,0.047142857,0.054285714,0.071428571,0.194285714
0.041428571,0.047142857,0.054285714,0.071428571,0.194285714,0.341428571
0.047142857,0.054285714,0.071428571,0.194285714,0.341428571,0.148571429
0.054285714,0.071428571,0.194285714,0.341428571,0.148571429,0.162857143
0.071428571,0.194285714,0.341428571,0.148571429,0.162857143,0.235714286
0.194285714,0.341428571,0.148571429,0.162857143,0.235714286,0.177142857
0.341428571,0.148571429,0.162857143,0.235714286,0.177142857,0.337142857
0.148571429,0.162857143,0.235714286,0.177142857,0.337142857,0.145714286
0.162857143,0.235714286,0.177142857,0.337142857,0.145714286,0.197142857
0.235714286,0.177142857,0.337142857,0.145714286,0.197142857,0.16
0.177142857,0.337142857,0.145714286,0.197142857,0.16,0.178571429
0.337142857,0.145714286,0.197142857,0.16,0.178571429,0.615714286
0.145714286,0.197142857,0.16,0.178571429,0.615714286,0.251428571
0.197142857,0.16,0.178571429,0.615714286,0.251428571,0.334285714
0.16,0.178571429,0.615714286,0.251428571,0.334285714,0.528571429
0.178571429,0.615714286,0.251428571,0.334285714,0.528571429,1.024285714
0.615714286,0.251428571,0.334285714,0.528571429,1.024285714,1.264285714
0.251428571,0.334285714,0.528571429,1.024285714,1.264285714,1.888571429
0.334285714,0.528571429,1.024285714,1.264285714,1.888571429,4.31
0.528571429,1.024285714,1.264285714,1.888571429,4.31,5.488571429
1.024285714,1.264285714,1.888571429,4.31,5.488571429,6.662857143
1.264285714,1.888571429,4.31,5.488571429,6.662857143,6.272857143
1.888571429,4.31,5.488571429,6.662857143,6.272857143,9.052857143
4.31,5.488571429,6.662857143,6.272857143,9.052857143,7.351428571
5.488571429,6.662857143,6.272857143,9.052857143,7.351428571,5.385714286
6.662857143,6.272857143,9.052857143,7.351428571,5.385714286,4.512857143
6.272857143,9.052857143,7.351428571,5.385714286,4.512857143,5.328571429
9.052857143,7.351428571,5.385714286,4.512857143,5.328571429,2.105714286
7.351428571,5.385714286,4.512857143,5.328571429,2.105714286,1.038571429
5.385714286,4.512857143,5.328571429,2.105714286,1.038571429,0.821428571
4.512857143,5.328571429,2.105714286,1.038571429,0.821428571,0.628571429
5.328571429,2.105714286,1.038571429,0.821428571,0.628571429,0.467142857
2.105714286,1.038571429,0.821428571,0.628571429,0.467142857,0.317142857
1.038571429,0.821428571,0.628571429,0.467142857,0.317142857,0.248571429
0.821428571,0.628571429,0.467142857,0.317142857,0.248571429,0.184285714
0.628571429,0.467142857,0.317142857,0.248571429,0.184285714,0.138571429
0.467142857,0.317142857,0.248571429,0.184285714,0.138571429,0.152857143
0.317142857,0.248571429,0.184285714,0.138571429,0.152857143,0.168571429
0.248571429,0.184285714,0.138571429,0.152857143,0.168571429,0.154285714
0.184285714,0.138571429,0.152857143,0.168571429,0.154285714,0.154285714
0.138571429,0.152857143,0.168571429,0.154285714,0.154285714,0.167142857
0.152857143,0.168571429,0.154285714,0.154285714,0.167142857,0.185714286
0.168571429,0.154285714,0.154285714,0.167142857,0.185714286,0.22
0.154285714,0.154285714,0.167142857,0.185714286,0.22,0.221428571
0.154285714,0.167142857,0.185714286,0.22,0.221428571,0.248571429
0.167142857,0.185714286,0.22,0.221428571,0.248571429,0.275714286
0.185714286,0.22,0.221428571,0.248571429,0.275714286,0.284285714
0.22,0.221428571,0.248571429,0.275714286,0.284285714,0.305714286
0.221428571,0.248571429,0.275714286,0.284285714,0.305714286,0.417142857
0.248571429,0.275714286,0.284285714,0.305714286,0.417142857,0.46
0.275714286,0.284285714,0.305714286,0.417142857,0.46,0.477142857
0.284285714,0.305714286,0.417142857,0.46,0.477142857,0.548571429
0.305714286,0.417142857,0.46,0.477142857,0.548571429,0.527142857
0.417142857,0.46,0.477142857,0.548571429,0.527142857,0.478571429
0.46,0.477142857,0.548571429,0.527142857,0.478571429,0.45
