Q-1,Q,Q+1,Q+2,Q+3,Q+4
0.435285714,0.336571429,0.414428571,0.491,0.459285714,0.511142857
0.336571429,0.414428571,0.491,0.459285714,0.511142857,0.547714286
0.414428571,0.491,0.459285714,0.511142857,0.547714286,0.589857143
0.491,0.459285714,0.511142857,0.547714286,0.589857143,0.506428571
0.459285714,0.511142857,0.547714286,0.589857143,0.506428571,0.462285714
0.511142857,0.547714286,0.589857143,0.506428571,0.462285714,0.455571429
0.547714286,0.589857143,0.506428571,0.462285714,0.455571429,0.435142857
0.589857143,0.506428571,0.462285714,0.455571429,0.435142857,0.438571429
0.506428571,0.462285714,0.455571429,0.435142857,0.438571429,0.499571429
0.462285714,0.455571429,0.435142857,0.438571429,0.499571429,0.636714286
0.455571429,0.435142857,0.438571429,0.499571429,0.636714286,0.671714286
0.435142857,0.438571429,0.499571429,0.636714286,0.671714286,0.872142857
0.438571429,0.499571429,0.636714286,0.671714286,0.872142857,2.220142857
0.499571429,0.636714286,0.671714286,0.872142857,2.220142857,1.437714286
0.636714286,0.671714286,0.872142857,2.220142857,1.437714286,1.435
0.671714286,0.872142857,2.220142857,1.437714286,1.435,1.486571429
0.872142857,2.220142857,1.437714286,1.435,1.486571429,1.456714286
2.220142857,1.437714286,1.435,1.486571429,1.456714286,1.382571429
1.437714286,1.435,1.486571429,1.456714286,1.382571429,1.332142857
1.435,1.486571429,1.456714286,1.382571429,1.332142857,1.007571429
1.486571429,1.456714286,1.382571429,1.332142857,1.007571429,0.415857143
1.456714286,1.382571429,1.332142857,1.007571429,0.415857143,0.319857143
1.382571429,1.332142857,1.007571429,0.415857143,0.319857143,4.450285714
1.332142857,1.007571429,0.415857143,0.319857143,4.450285714,3.274857143
1.007571429,0.415857143,0.319857143,4.450285714,3.274857143,0.355714286
0.415857143,0.319857143,4.450285714,3.274857143,0.355714286,0.370571429
0.319857143,4.450285714,3.274857143,0.355714286,0.370571429,0.218
4.450285714,3.274857143,0.355714286,0.370571429,0.218,0.241571429
3.274857143,0.355714286,0.370571429,0.218,0.241571429,0.199571429
0.355714286,0.370571429,0.218,0.241571429,0.199571429,0.224285714
0.370571429,0.218,0.241571429,0.199571429,0.224285714,0.238
0.218,0.241571429,0.199571429,0.224285714,0.238,0.201714286
0.241571429,0.199571429,0.224285714,0.238,0.201714286,1.262428571
0.199571429,0.224285714,0.238,0.201714286,1.262428571,0.293714286
0.224285714,0.238,0.201714286,1.262428571,0.293714286,0.217857143
0.238,0.201714286,1.262428571,0.293714286,0.217857143,0.187
0.201714286,1.262428571,0.293714286,0.217857143,0.187,0.213857143
1.262428571,0.293714286,0.217857143,0.187,0.213857143,0.144714286
0.293714286,0.217857143,0.187,0.213857143,0.144714286,0.161571429
0.217857143,0.187,0.213857143,0.144714286,0.161571429,0.121714286
0.187,0.213857143,0.144714286,0.161571429,0.121714286,0.149857143
0.213857143,0.144714286,0.161571429,0.121714286,0.149857143,0.128571429
0.144714286,0.161571429,0.121714286,0.149857143,0.128571429,0.162857143
0.161571429,0.121714286,0.149857143,0.128571429,0.162857143,0.441428571
0.121714286,0.149857143,0.128571429,0.162857143,0.441428571,0.351428571
0.149857143,0.128571429,0.162857143,0.441428571,0.351428571,0.371428571
0.128571429,0.162857143,0.441428571,0.351428571,0.371428571,0.465714286
0.162857143,0.441428571,0.351428571,0.371428571,0.465714286,0.88
0.441428571,0.351428571,0.371428571,0.465714286,0.88,0.628571429
0.351428571,0.371428571,0.465714286,0.88,0.628571429,0.458571429
0.371428571,0.465714286,0.88,0.628571429,0.458571429,0.42
0.465714286,0.88,0.628571429,0.458571429,0.42,0.39
0.88,0.628571429,0.458571429,0.42,0.39,0.467142857
0.628571429,0.458571429,0.42,0.39,0.467142857,0.435714286
0.458571429,0.42,0.39,0.467142857,0.435714286,0.385714286
0.42,0.39,0.467142857,0.435714286,0.385714286,0.4
0.39,0.467142857,0.435714286,0.385714286,0.4,0.437142857
0.467142857,0.435714286,0.385714286,0.4,0.437142857,1.081428571
0.435714286,0.385714286,0.4,0.437142857,1.081428571,0.577142857
0.385714286,0.4,0.437142857,1.081428571,0.577142857,0.62
0.4,0.437142857,1.081428571,0.577142857,0.62,0.587142857
0.437142857,1.081428571,0.577142857,0.62,0.587142857,0.577142857
1.081428571,0.577142857,0.62,0.587142857,0.577142857,0.634285714
0.577142857,0.62,0.587142857,0.577142857,0.634285714,0.678571429
0.62,0.587142857,0.577142857,0.634285714,0.678571429,1.471428571
0.587142857,0.577142857,0.634285714,0.678571429,1.471428571,1.518571429
0.577142857,0.634285714,0.678571429,1.471428571,1.518571429,1.688571429
0.634285714,0.678571429,1.471428571,1.518571429,1.688571429,1.625714286
0.678571429,1.471428571,1.518571429,1.688571429,1.625714286,1.258571429
1.471428571,1.518571429,1.688571429,1.625714286,1.258571429,1.058571429
1.518571429,1.688571429,1.625714286,1.258571429,1.058571429,0.914285714
1.688571429,1.625714286,1.258571429,1.058571429,0.914285714,0.925714286
1.625714286,1.258571429,1.058571429,0.914285714,0.925714286,0.834285714
1.258571429,1.058571429,0.914285714,0.925714286,0.834285714,0.402857143
1.058571429,0.914285714,0.925714286,0.834285714,0.402857143,0.185714286
0.914285714,0.925714286,0.834285714,0.402857143,0.185714286,0.177142857
0.925714286,0.834285714,0.402857143,0.185714286,0.177142857,0.191428571
0.834285714,0.402857143,0.185714286,0.177142857,0.191428571,0.188571429
0.402857143,0.185714286,0.177142857,0.191428571,0.188571429,0.127142857
0.185714286,0.177142857,0.191428571,0.188571429,0.127142857,0.155714286
0.177142857,0.191428571,0.188571429,0.127142857,0.155714286,0.187142857
0.191428571,0.188571429,0.127142857,0.155714286,0.187142857,0.19
0.188571429,0.127142857,0.155714286,0.187142857,0.19,0.138571429
0.127142857,0.155714286,0.187142857,0.19,0.138571429,0.164285714
0.155714286,0.187142857,0.19,0.138571429,0.164285714,0.131428571
0.187142857,0.19,0.138571429,0.164285714,0.131428571,0.087142857
0.19,0.138571429,0.164285714,0.131428571,0.087142857,0.081428571
0.138571429,0.164285714,0.131428571,0.087142857,0.081428571,0.083
0.164285714,0.131428571,0.087142857,0.081428571,0.083,0.082857143
0.131428571,0.087142857,0.081428571,0.083,0.082857143,0.085714286
0.087142857,0.081428571,0.083,0.082857143,0.085714286,0.071428571
0.081428571,0.083,0.082857143,0.085714286,0.071428571,0.073
0.083,0.082857143,0.085714286,0.071428571,0.073,0.075714286
0.082857143,0.085714286,0.071428571,0.073,0.075714286,0.057142857
0.085714286,0.071428571,0.073,0.075714286,0.057142857,0.064285714
0.071428571,0.073,0.075714286,0.057142857,0.064285714,0.07
0.073,0.075714286,0.057142857,0.064285714,0.07,0.078571429
0.075714286,0.057142857,0.064285714,0.07,0.078571429,0.08
0.057142857,0.064285714,0.07,0.078571429,0.08,0.08
0.064285714,0.07,0.078571429,0.08,0.08,0.081428571
0.07,0.078571429,0.08,0.08,0.081428571,0.205714286
0.078571429,0.08,0.08,0.081428571,0.205714286,0.09
0.08,0.08,0.081428571,0.205714286,0.09,0.091428571
0.08,0.081428571,0.205714286,0.09,0.091428571,0.557142857
0.081428571,0.205714286,0.09,0.091428571,0.557142857,0.212857143
0.205714286,0.09,0.091428571,0.557142857,0.212857143,0.042857143
0.09,0.091428571,0.557142857,0.212857143,0.042857143,0.044285714
0.091428571,0.557142857,0.212857143,0.042857143,0.044285714,0.04
0.557142857,0.212857143,0.042857143,0.044285714,0.04,0.117142857
0.212857143,0.042857143,0.044285714,0.04,0.117142857,0.16
0.042857143,0.044285714,0.04,0.117142857,0.16,0.052857143
0.044285714,0.04,0.117142857,0.16,0.052857143,0.088571429
0.04,0.117142857,0.16,0.052857143,0.088571429,0.217142857
0.117142857,0.16,0.052857143,0.088571429,0.217142857,0.272857143
0.16,0.052857143,0.088571429,0.217142857,0.272857143,0.522857143
0.052857143,0.088571429,0.217142857,0.272857143,0.522857143,0.415714286
0.088571429,0.217142857,0.272857143,0.522857143,0.415714286,0.538571429
0.217142857,0.272857143,0.522857143,0.415714286,0.538571429,0.568571429
0.272857143,0.522857143,0.415714286,0.538571429,0.568571429,1.077142857
0.522857143,0.415714286,0.538571429,0.568571429,1.077142857,1.751428571
0.415714286,0.538571429,0.568571429,1.077142857,1.751428571,2.281428571
0.538571429,0.568571429,1.077142857,1.751428571,2.281428571,1.608571429
0.568571429,1.077142857,1.751428571,2.281428571,1.608571429,1.641428571
1.077142857,1.751428571,2.281428571,1.608571429,1.641428571,1.9
1.751428571,2.281428571,1.608571429,1.641428571,1.9,2.334285714
2.281428571,1.608571429,1.641428571,1.9,2.334285714,1.317142857
1.608571429,1.641428571,1.9,2.334285714,1.317142857,0.794285714
1.641428571,1.9,2.334285714,1.317142857,0.794285714,0.435714286
1.9,2.334285714,1.317142857,0.794285714,0.435714286,1.604285714
2.334285714,1.317142857,0.794285714,0.435714286,1.604285714,0.368571429
1.317142857,0.794285714,0.435714286,1.604285714,0.368571429,0.211428571
0.794285714,0.435714286,1.604285714,0.368571429,0.211428571,0.184285714
0.435714286,1.604285714,0.368571429,0.211428571,0.184285714,0.131428571
1.604285714,0.368571429,0.211428571,0.184285714,0.131428571,0.12
0.368571429,0.211428571,0.184285714,0.131428571,0.12,0.132857143
0.211428571,0.184285714,0.131428571,0.12,0.132857143,0.102857143
0.184285714,0.131428571,0.12,0.132857143,0.102857143,0.097142857
0.131428571,0.12,0.132857143,0.102857143,0.097142857,0.072857143
0.12,0.132857143,0.102857143,0.097142857,0.072857143,0.098571429
0.132857143,0.102857143,0.097142857,0.072857143,0.098571429,0.057142857
0.102857143,0.097142857,0.072857143,0.098571429,0.057142857,0.055714286
0.097142857,0.072857143,0.098571429,0.057142857,0.055714286,0.051428571
0.072857143,0.098571429,0.057142857,0.055714286,0.051428571,0.072857143
0.098571429,0.057142857,0.055714286,0.051428571,0.072857143,0.077142857
0.057142857,0.055714286,0.051428571,0.072857143,0.077142857,0.092857143
0.055714286,0.051428571,0.072857143,0.077142857,0.092857143,0.1
0.051428571,0.072857143,0.077142857,0.092857143,0.1,0.087142857
0.072857143,0.077142857,0.092857143,0.1,0.087142857,0.082857143
0.077142857,0.092857143,0.1,0.087142857,0.082857143,0.087142857
0.092857143,0.1,0.087142857,0.082857143,0.087142857,0.125714286
0.1,0.087142857,0.082857143,0.087142857,0.125714286,0.201428571
0.087142857,0.082857143,0.087142857,0.125714286,0.201428571,0.228571429
0.082857143,0.087142857,0.125714286,0.201428571,0.228571429,0.281428571
0.087142857,0.125714286,0.201428571,0.228571429,0.281428571,0.285714286
0.125714286,0.201428571,0.228571429,0.281428571,0.285714286,0.29
0.201428571,0.228571429,0.281428571,0.285714286,0.29,0.411428571
0.228571429,0.281428571,0.285714286,0.29,0.411428571,0.351428571
0.281428571,0.285714286,0.29,0.411428571,0.351428571,0.265714286
0.285714286,0.29,0.411428571,0.351428571,0.265714286,0.402857143
0.29,0.411428571,0.351428571,0.265714286,0.402857143,0.432857143
0.411428571,0.351428571,0.265714286,0.402857143,0.432857143,0.42
0.351428571,0.265714286,0.402857143,0.432857143,0.42,0.425714286
0.265714286,0.402857143,0.432857143,0.42,0.425714286,0.44
0.402857143,0.432857143,0.42,0.425714286,0.44,0.475714286
0.432857143,0.42,0.425714286,0.44,0.475714286,0.53
0.42,0.425714286,0.44,0.475714286,0.53,0.548571429
0.425714286,0.44,0.475714286,0.53,0.548571429,0.622857143
0.44,0.475714286,0.53,0.548571429,0.622857143,0.622857143
0.475714286,0.53,0.548571429,0.622857143,0.622857143,0.644285714
0.53,0.548571429,0.622857143,0.622857143,0.644285714,2.17
0.548571429,0.622857143,0.622857143,0.644285714,2.17,4.468571429
0.622857143,0.622857143,0.644285714,2.17,4.468571429,6.467142857
0.622857143,0.644285714,2.17,4.468571429,6.467142857,6.642857143
0.644285714,2.17,4.468571429,6.467142857,6.642857143,6.16
2.17,4.468571429,6.467142857,6.642857143,6.16,4.812857143
4.468571429,6.467142857,6.642857143,6.16,4.812857143,3.56
6.467142857,6.642857143,6.16,4.812857143,3.56,2
6.642857143,6.16,4.812857143,3.56,2,0.922857143
6.16,4.812857143,3.56,2,0.922857143,0.672857143
4.812857143,3.56,2,0.922857143,0.672857143,0.597142857
3.56,2,0.922857143,0.672857143,0.597142857,0.377142857
2,0.922857143,0.672857143,0.597142857,0.377142857,0.268571429
0.922857143,0.672857143,0.597142857,0.377142857,0.268571429,0.234285714
0.672857143,0.597142857,0.377142857,0.268571429,0.234285714,0.202857143
0.597142857,0.377142857,0.268571429,0.234285714,0.202857143,0.195714286
0.377142857,0.268571429,0.234285714,0.202857143,0.195714286,0.187142857
0.268571429,0.234285714,0.202857143,0.195714286,0.187142857,0.157142857
0.234285714,0.202857143,0.195714286,0.187142857,0.157142857,0.155714286
0.202857143,0.195714286,0.187142857,0.157142857,0.155714286,0.147142857
0.195714286,0.187142857,0.157142857,0.155714286,0.147142857,0.134285714
0.187142857,0.157142857,0.155714286,0.147142857,0.134285714,0.128571429
0.157142857,0.155714286,0.147142857,0.134285714,0.128571429,0.108571429
0.155714286,0.147142857,0.134285714,0.128571429,0.108571429,0.111428571
0.147142857,0.134285714,0.128571429,0.108571429,0.111428571,0.098571429
0.134285714,0.128571429,0.108571429,0.111428571,0.098571429,0.108571429
0.128571429,0.108571429,0.111428571,0.098571429,0.108571429,0.125714286
0.108571429,0.111428571,0.098571429,0.108571429,0.125714286,0.154285714
0.111428571,0.098571429,0.108571429,0.125714286,0.154285714,0.19
0.098571429,0.108571429,0.125714286,0.154285714,0.19,0.212857143
0.108571429,0.125714286,0.154285714,0.19,0.212857143,0.165714286
0.125714286,0.154285714,0.19,0.212857143,0.165714286,0.212857143
0.154285714,0.19,0.212857143,0.165714286,0.212857143,0.24
0.19,0.212857143,0.165714286,0.212857143,0.24,0.268571429
0.212857143,0.165714286,0.212857143,0.24,0.268571429,0.27
0.165714286,0.212857143,0.24,0.268571429,0.27,0.311428571
0.212857143,0.24,0.268571429,0.27,0.311428571,0.364285714
0.24,0.268571429,0.27,0.311428571,0.364285714,0.345714286
0.268571429,0.27,0.311428571,0.364285714,0.345714286,0.345714286
0.27,0.311428571,0.364285714,0.345714286,0.345714286,0.315714286
0.311428571,0.364285714,0.345714286,0.345714286,0.315714286,0.344285714
0.364285714,0.345714286,0.345714286,0.315714286,0.344285714,0.378571429
0.345714286,0.345714286,0.315714286,0.344285714,0.378571429,0.371428571
0.345714286,0.315714286,0.344285714,0.378571429,0.371428571,0.372857143
0.315714286,0.344285714,0.378571429,0.371428571,0.372857143,0.352857143
0.344285714,0.378571429,0.371428571,0.372857143,0.352857143,0.398571429
0.378571429,0.371428571,0.372857143,0.352857143,0.398571429,0.352857143
0.371428571,0.372857143,0.352857143,0.398571429,0.352857143,0.632857143
0.372857143,0.352857143,0.398571429,0.352857143,0.632857143,0.414285714
0.352857143,0.398571429,0.352857143,0.632857143,0.414285714,0.42
0.398571429,0.352857143,0.632857143,0.414285714,0.42,0.442857143
0.352857143,0.632857143,0.414285714,0.42,0.442857143,0.41
0.632857143,0.414285714,0.42,0.442857143,0.41,0.468571429
0.414285714,0.42,0.442857143,0.41,0.468571429,0.785714286
0.42,0.442857143,0.41,0.468571429,0.785714286,0.907142857
0.442857143,0.41,0.468571429,0.785714286,0.907142857,1.137142857
0.41,0.468571429,0.785714286,0.907142857,1.137142857,1.385714286
0.468571429,0.785714286,0.907142857,1.137142857,1.385714286,2.608571429
0.785714286,0.907142857,1.137142857,1.385714286,2.608571429,2.468571429
0.907142857,1.137142857,1.385714286,2.608571429,2.468571429,2.407142857
1.137142857,1.385714286,2.608571429,2.468571429,2.407142857,1.194285714
1.385714286,2.608571429,2.468571429,2.407142857,1.194285714,1.118571429
2.608571429,2.468571429,2.407142857,1.194285714,1.118571429,0.595714286
2.468571429,2.407142857,1.194285714,1.118571429,0.595714286,0.264285714
2.407142857,1.194285714,1.118571429,0.595714286,0.264285714,0.238571429
1.194285714,1.118571429,0.595714286,0.264285714,0.238571429,0.26
1.118571429,0.595714286,0.264285714,0.238571429,0.26,0.468571429
0.595714286,0.264285714,0.238571429,0.26,0.468571429,0.235714286
0.264285714,0.238571429,0.26,0.468571429,0.235714286,0.125714286
0.238571429,0.26,0.468571429,0.235714286,0.125714286,0.087142857
0.26,0.468571429,0.235714286,0.125714286,0.087142857,0.102857143
0.468571429,0.235714286,0.125714286,0.087142857,0.102857143,0.11
0.235714286,0.125714286,0.087142857,0.102857143,0.11,0.105714286
0.125714286,0.087142857,0.102857143,0.11,0.105714286,0.085714286
0.087142857,0.102857143,0.11,0.105714286,0.085714286,0.061428571
0.102857143,0.11,0.105714286,0.085714286,0.061428571,0.054285714
0.11,0.105714286,0.085714286,0.061428571,0.054285714,0.041428571
0.105714286,0.085714286,0.061428571,0.054285714,0.041428571,0.032857143
0.085714286,0.061428571,0.054285714,0.041428571,0.032857143,0.045714286
0.061428571,0.054285714,0.041428571,0.032857143,0.045714286,0.062857143
0.054285714,0.041428571,0.032857143,0.045714286,0.062857143,0.071428571
0.041428571,0.032857143,0.045714286,0.062857143,0.071428571,0.057142857
0.032857143,0.045714286,0.062857143,0.071428571,0.057142857,0.065714286
0.045714286,0.062857143,0.071428571,0.057142857,0.065714286,0.075714286
0.062857143,0.071428571,0.057142857,0.065714286,0.075714286,0.064285714
0.071428571,0.057142857,0.065714286,0.075714286,0.064285714,0.068571429
0.057142857,0.065714286,0.075714286,0.064285714,0.068571429,0.142857143
0.065714286,0.075714286,0.064285714,0.068571429,0.142857143,0.244285714
0.075714286,0.064285714,0.068571429,0.142857143,0.244285714,0.208571429
0.064285714,0.068571429,0.142857143,0.244285714,0.208571429,0.251428571
0.068571429,0.142857143,0.244285714,0.208571429,0.251428571,0.262857143
0.142857143,0.244285714,0.208571429,0.251428571,0.262857143,0.277142857
0.244285714,0.208571429,0.251428571,0.262857143,0.277142857,0.265714286
0.208571429,0.251428571,0.262857143,0.277142857,0.265714286,0.34
0.251428571,0.262857143,0.277142857,0.265714286,0.34,0.328571429
0.262857143,0.277142857,0.265714286,0.34,0.328571429,0.368571429
0.277142857,0.265714286,0.34,0.328571429,0.368571429,0.332857143
0.265714286,0.34,0.328571429,0.368571429,0.332857143,0.232857143
0.34,0.328571429,0.368571429,0.332857143,0.232857143,0.24
0.328571429,0.368571429,0.332857143,0.232857143,0.24,0.255714286
0.368571429,0.332857143,0.232857143,0.24,0.255714286,0.302857143
0.332857143,0.232857143,0.24,0.255714286,0.302857143,0.178571429
0.232857143,0.24,0.255714286,0.302857143,0.178571429,0.231428571
0.24,0.255714286,0.302857143,0.178571429,0.231428571,0.271428571
0.255714286,0.302857143,0.178571429,0.231428571,0.271428571,0.322857143
0.302857143,0.178571429,0.231428571,0.271428571,0.322857143,0.328571429
0.178571429,0.231428571,0.271428571,0.322857143,0.328571429,1.208571429
0.231428571,0.271428571,0.322857143,0.328571429,1.208571429,1.511428571
0.271428571,0.322857143,0.328571429,1.208571429,1.511428571,3.042857143
0.322857143,0.328571429,1.208571429,1.511428571,3.042857143,3.03
0.328571429,1.208571429,1.511428571,3.042857143,3.03,2.605714286
1.208571429,1.511428571,3.042857143,3.03,2.605714286,1.06
1.511428571,3.042857143,3.03,2.605714286,1.06,1.287142857
3.042857143,3.03,2.605714286,1.06,1.287142857,0.292857143
3.03,2.605714286,1.06,1.287142857,0.292857143,0.322857143
2.605714286,1.06,1.287142857,0.292857143,0.322857143,1.035714286
1.06,1.287142857,0.292857143,0.322857143,1.035714286,0.074285714
1.287142857,0.292857143,0.322857143,1.035714286,0.074285714,0.035714286
0.292857143,0.322857143,1.035714286,0.074285714,0.035714286,0.02
0.322857143,1.035714286,0.074285714,0.035714286,0.02,0.02
1.035714286,0.074285714,0.035714286,0.02,0.02,0.02
0.074285714,0.035714286,0.02,0.02,0.02,0.022857143
0.035714286,0.02,0.02,0.02,0.022857143,0.03
0.02,0.02,0.02,0.022857143,0.03,0.02
0.02,0.02,0.022857143,0.03,0.02,0.011428571
0.02,0.022857143,0.03,0.02,0.011428571,0.027142857
0.022857143,0.03,0.02,0.011428571,0.027142857,0.028571429
0.03,0.02,0.011428571,0.027142857,0.028571429,0.02
0.02,0.011428571,0.027142857,0.028571429,0.02,0.04
0.011428571,0.027142857,0.028571429,0.02,0.04,0.028571429
0.027142857,0.028571429,0.02,0.04,0.028571429,0.03
0.028571429,0.02,0.04,0.028571429,0.03,0.03
0.02,0.04,0.028571429,0.03,0.03,0.048571429
0.04,0.028571429,0.03,0.03,0.048571429,1.25
0.028571429,0.03,0.03,0.048571429,1.25,2.905714286
0.03,0.03,0.048571429,1.25,2.905714286,0.294285714
0.03,0.048571429,1.25,2.905714286,0.294285714,0.26
0.048571429,1.25,2.905714286,0.294285714,0.26,0.358571429
1.25,2.905714286,0.294285714,0.26,0.358571429,0.607142857
2.905714286,0.294285714,0.26,0.358571429,0.607142857,0.625714286
0.294285714,0.26,0.358571429,0.607142857,0.625714286,0.392857143
0.26,0.358571429,0.607142857,0.625714286,0.392857143,0.404285714
0.358571429,0.607142857,0.625714286,0.392857143,0.404285714,0.264285714
0.607142857,0.625714286,0.392857143,0.404285714,0.264285714,0.304285714
0.625714286,0.392857143,0.404285714,0.264285714,0.304285714,0.442857143
0.392857143,0.404285714,0.264285714,0.304285714,0.442857143,0.327142857
0.404285714,0.264285714,0.304285714,0.442857143,0.327142857,0.321428571
0.264285714,0.304285714,0.442857143,0.327142857,0.321428571,0.46
0.304285714,0.442857143,0.327142857,0.321428571,0.46,0.578571429
0.442857143,0.327142857,0.321428571,0.46,0.578571429,0.487142857
0.327142857,0.321428571,0.46,0.578571429,0.487142857,0.364285714
0.321428571,0.46,0.578571429,0.487142857,0.364285714,0.561428571
0.46,0.578571429,0.487142857,0.364285714,0.561428571,0.384285714
0.578571429,0.487142857,0.364285714,0.561428571,0.384285714,0.501428571
0.487142857,0.364285714,0.561428571,0.384285714,0.501428571,0.548571429
0.364285714,0.561428571,0.384285714,0.501428571,0.548571429,0.815714286
0.561428571,0.384285714,0.501428571,0.548571429,0.815714286,1.137142857
0.384285714,0.501428571,0.548571429,0.815714286,1.137142857,1.755714286
0.501428571,0.548571429,0.815714286,1.137142857,1.755714286,2.518571429
0.548571429,0.815714286,1.137142857,1.755714286,2.518571429,4.044285714
0.815714286,1.137142857,1.755714286,2.518571429,4.044285714,7.537142857
1.137142857,1.755714286,2.518571429,4.044285714,7.537142857,7.684285714
1.755714286,2.518571429,4.044285714,7.537142857,7.684285714,5.681428571
2.518571429,4.044285714,7.537142857,7.684285714,5.681428571,2.474285714
4.044285714,7.537142857,7.684285714,5.681428571,2.474285714,3.868571429
7.537142857,7.684285714,5.681428571,2.474285714,3.868571429,4.941428571
7.684285714,5.681428571,2.474285714,3.868571429,4.941428571,2.894285714
5.681428571,2.474285714,3.868571429,4.941428571,2.894285714,3.21
2.474285714,3.868571429,4.941428571,2.894285714,3.21,1.38
3.868571429,4.941428571,2.894285714,3.21,1.38,0.648571429
4.941428571,2.894285714,3.21,1.38,0.648571429,0.448571429
2.894285714,3.21,1.38,0.648571429,0.448571429,0.395714286
3.21,1.38,0.648571429,0.448571429,0.395714286,0.408571429
1.38,0.648571429,0.448571429,0.395714286,0.408571429,0.28
0.648571429,0.448571429,0.395714286,0.408571429,0.28,0.197142857
0.448571429,0.395714286,0.408571429,0.28,0.197142857,0.274285714
0.395714286,0.408571429,0.28,0.197142857,0.274285714,0.237142857
0.408571429,0.28,0.197142857,0.274285714,0.237142857,0.315714286
0.28,0.197142857,0.274285714,0.237142857,0.315714286,0.18
0.197142857,0.274285714,0.237142857,0.315714286,0.18,0.162857143
0.274285714,0.237142857,0.315714286,0.18,0.162857143,0.135714286
0.237142857,0.315714286,0.18,0.162857143,0.135714286,0.135714286
0.315714286,0.18,0.162857143,0.135714286,0.135714286,0.178571429
0.18,0.162857143,0.135714286,0.135714286,0.178571429,0.128571429
0.162857143,0.135714286,0.135714286,0.178571429,0.128571429,0.18
0.135714286,0.135714286,0.178571429,0.128571429,0.18,0.225714286
0.135714286,0.178571429,0.128571429,0.18,0.225714286,0.207142857
0.178571429,0.128571429,0.18,0.225714286,0.207142857,0.177142857
0.128571429,0.18,0.225714286,0.207142857,0.177142857,0.204285714
0.18,0.225714286,0.207142857,0.177142857,0.204285714,0.321428571
0.225714286,0.207142857,0.177142857,0.204285714,0.321428571,0.491428571
0.207142857,0.177142857,0.204285714,0.321428571,0.491428571,0.577142857
0.177142857,0.204285714,0.321428571,0.491428571,0.577142857,0.65
0.204285714,0.321428571,0.491428571,0.577142857,0.65,0.67
0.321428571,0.491428571,0.577142857,0.65,0.67,0.592857143
0.491428571,0.577142857,0.65,0.67,0.592857143,0.711428571
0.577142857,0.65,0.67,0.592857143,0.711428571,0.598571429
0.65,0.67,0.592857143,0.711428571,0.598571429,0.458571429
0.67,0.592857143,0.711428571,0.598571429,0.458571429,0.474285714
0.592857143,0.711428571,0.598571429,0.458571429,0.474285714,0.54
0.711428571,0.598571429,0.458571429,0.474285714,0.54,0.428571429
0.598571429,0.458571429,0.474285714,0.54,0.428571429,0.398571429
0.458571429,0.474285714,0.54,0.428571429,0.398571429,0.471428571
0.474285714,0.54,0.428571429,0.398571429,0.471428571,0.655714286
0.54,0.428571429,0.398571429,0.471428571,0.655714286,1.224285714
0.428571429,0.398571429,0.471428571,0.655714286,1.224285714,0.818571429
0.398571429,0.471428571,0.655714286,1.224285714,0.818571429,0.715714286
0.471428571,0.655714286,1.224285714,0.818571429,0.715714286,0.732857143
0.655714286,1.224285714,0.818571429,0.715714286,0.732857143,0.828571429
1.224285714,0.818571429,0.715714286,0.732857143,0.828571429,0.568571429
0.818571429,0.715714286,0.732857143,0.828571429,0.568571429,1.945714286
0.715714286,0.732857143,0.828571429,0.568571429,1.945714286,2.474285714
0.732857143,0.828571429,0.568571429,1.945714286,2.474285714,1.892857143
0.828571429,0.568571429,1.945714286,2.474285714,1.892857143,1.535714286
0.568571429,1.945714286,2.474285714,1.892857143,1.535714286,1.502857143
1.945714286,2.474285714,1.892857143,1.535714286,1.502857143,1.2
2.474285714,1.892857143,1.535714286,1.502857143,1.2,1.56
1.892857143,1.535714286,1.502857143,1.2,1.56,2.341428571
1.535714286,1.502857143,1.2,1.56,2.341428571,1.925714286
1.502857143,1.2,1.56,2.341428571,1.925714286,1.224285714
1.2,1.56,2.341428571,1.925714286,1.224285714,0.877142857
1.56,2.341428571,1.925714286,1.224285714,0.877142857,0.505714286
2.341428571,1.925714286,1.224285714,0.877142857,0.505714286,0.26
1.925714286,1.224285714,0.877142857,0.505714286,0.26,0.192857143
1.224285714,0.877142857,0.505714286,0.26,0.192857143,0.417142857
0.877142857,0.505714286,0.26,0.192857143,0.417142857,0.342857143
0.505714286,0.26,0.192857143,0.417142857,0.342857143,0.285714286
0.26,0.192857143,0.417142857,0.342857143,0.285714286,0.365714286
0.192857143,0.417142857,0.342857143,0.285714286,0.365714286,0.275714286
0.417142857,0.342857143,0.285714286,0.365714286,0.275714286,0.144285714
0.342857143,0.285714286,0.365714286,0.275714286,0.144285714,0.318571429
0.285714286,0.365714286,0.275714286,0.144285714,0.318571429,0.247142857
0.365714286,0.275714286,0.144285714,0.318571429,0.247142857,0.337142857
0.275714286,0.144285714,0.318571429,0.247142857,0.337142857,0.371428571
0.144285714,0.318571429,0.247142857,0.337142857,0.371428571,0.435714286
0.318571429,0.247142857,0.337142857,0.371428571,0.435714286,0.392857143
0.247142857,0.337142857,0.371428571,0.435714286,0.392857143,0.295714286
0.337142857,0.371428571,0.435714286,0.392857143,0.295714286,0.155714286
0.371428571,0.435714286,0.392857143,0.295714286,0.155714286,0.064285714
0.435714286,0.392857143,0.295714286,0.155714286,0.064285714,0.104285714
