Q-2,Q-1,Q,Q+1,Q+2
0.02,0.527857143,0.02,0.026428571,0.017142857
0.527857143,0.02,0.026428571,0.017142857,0.458571429
0.02,0.026428571,0.017142857,0.458571429,1.016428571
0.026428571,0.017142857,0.458571429,1.016428571,0.576428571
0.017142857,0.458571429,1.016428571,0.576428571,0.447857143
0.458571429,1.016428571,0.576428571,0.447857143,0.47
1.016428571,0.576428571,0.447857143,0.47,0.511428571
0.576428571,0.447857143,0.47,0.511428571,0.608571429
0.447857143,0.47,0.511428571,0.608571429,0.564285714
0.47,0.511428571,0.608571429,0.564285714,0.945
0.511428571,0.608571429,0.564285714,0.945,1.026428571
0.608571429,0.564285714,0.945,1.026428571,1.056428571
0.564285714,0.945,1.026428571,1.056428571,1.555
0.945,1.026428571,1.056428571,1.555,1.72
1.026428571,1.056428571,1.555,1.72,3.595
1.056428571,1.555,1.72,3.595,5.832857143
1.555,1.72,3.595,5.832857143,3.907142857
1.72,3.595,5.832857143,3.907142857,0.917857143
3.595,5.832857143,3.907142857,0.917857143,0.374285714
5.832857143,3.907142857,0.917857143,0.374285714,0.260714286
3.907142857,0.917857143,0.374285714,0.260714286,0.400714286
0.917857143,0.374285714,0.260714286,0.400714286,2.427857143
0.374285714,0.260714286,0.400714286,2.427857143,0.150714286
0.260714286,0.400714286,2.427857143,0.150714286,0.062857143
0.400714286,2.427857143,0.150714286,0.062857143,1.015
2.427857143,0.150714286,0.062857143,1.015,0.137142857
0.150714286,0.062857143,1.015,0.137142857,0.069285714
0.062857143,1.015,0.137142857,0.069285714,0.216428571
1.015,0.137142857,0.069285714,0.216428571,0.558571429
0.137142857,0.069285714,0.216428571,0.558571429,0.329285714
0.069285714,0.216428571,0.558571429,0.329285714,0.450714286
0.216428571,0.558571429,0.329285714,0.450714286,0.436428571
0.558571429,0.329285714,0.450714286,0.436428571,0.375714286
0.329285714,0.450714286,0.436428571,0.375714286,0.431428571
0.450714286,0.436428571,0.375714286,0.431428571,0.380714286
0.436428571,0.375714286,0.431428571,0.380714286,0.43
0.375714286,0.431428571,0.380714286,0.43,0.485714286
0.431428571,0.380714286,0.43,0.485714286,0.545
0.380714286,0.43,0.485714286,0.545,1.245
0.43,0.485714286,0.545,1.245,2.438571429
0.485714286,0.545,1.245,2.438571429,2.285
0.545,1.245,2.438571429,2.285,1.625
1.245,2.438571429,2.285,1.625,0.976428571
2.438571429,2.285,1.625,0.976428571,0.603571429
2.285,1.625,0.976428571,0.603571429,0.275
1.625,0.976428571,0.603571429,0.275,0.147142857
0.976428571,0.603571429,0.275,0.147142857,0.099285714
0.603571429,0.275,0.147142857,0.099285714,0.063571429
0.275,0.147142857,0.099285714,0.063571429,0.06
0.147142857,0.099285714,0.063571429,0.06,0.044285714
0.099285714,0.063571429,0.06,0.044285714,0.025714286
0.063571429,0.06,0.044285714,0.025714286,0.046428571
0.06,0.044285714,0.025714286,0.046428571,0.072857143
0.044285714,0.025714286,0.046428571,0.072857143,0.076428571
0.025714286,0.046428571,0.072857143,0.076428571,0.095
0.046428571,0.072857143,0.076428571,0.095,1.576428571
0.072857143,0.076428571,0.095,1.576428571,0.247142857
0.076428571,0.095,1.576428571,0.247142857,0.207857143
0.095,1.576428571,0.247142857,0.207857143,0.27
1.576428571,0.247142857,0.207857143,0.27,0.294285714
0.247142857,0.207857143,0.27,0.294285714,0.335714286
0.207857143,0.27,0.294285714,0.335714286,0.303571429
0.27,0.294285714,0.335714286,0.303571429,0.367142857
0.294285714,0.335714286,0.303571429,0.367142857,0.376428571
0.335714286,0.303571429,0.367142857,0.376428571,0.516428571
0.303571429,0.367142857,0.376428571,0.516428571,0.602142857
0.367142857,0.376428571,0.516428571,0.602142857,1.077857143
0.376428571,0.516428571,0.602142857,1.077857143,0.965714286
0.516428571,0.602142857,1.077857143,0.965714286,0.781428571
0.602142857,1.077857143,0.965714286,0.781428571,0.137857143
1.077857143,0.965714286,0.781428571,0.137857143,0.065714286
0.965714286,0.781428571,0.137857143,0.065714286,0.029285714
0.781428571,0.137857143,0.065714286,0.029285714,0.02
0.137857143,0.065714286,0.029285714,0.02,0.02
0.065714286,0.029285714,0.02,0.02,0.02
0.029285714,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02,0.035
0.02,0.02,0.02,0.035,0.057857143
0.02,0.02,0.035,0.057857143,0.07
0.02,0.035,0.057857143,0.07,0.07
0.035,0.057857143,0.07,0.07,0.07
0.057857143,0.07,0.07,0.07,0.082857143
0.07,0.07,0.07,0.082857143,0.147142857
0.07,0.07,0.082857143,0.147142857,0.243571429
0.07,0.082857143,0.147142857,0.243571429,0.258571429
0.082857143,0.147142857,0.243571429,0.258571429,0.183571429
0.147142857,0.243571429,0.258571429,0.183571429,0.215714286
0.243571429,0.258571429,0.183571429,0.215714286,0.35
0.258571429,0.183571429,0.215714286,0.35,0.685
0.183571429,0.215714286,0.35,0.685,1.398571429
0.215714286,0.35,0.685,1.398571429,0.991428571
0.35,0.685,1.398571429,0.991428571,0.339285714
0.685,1.398571429,0.991428571,0.339285714,0.14
1.398571429,0.991428571,0.339285714,0.14,0.072142857
0.991428571,0.339285714,0.14,0.072142857,0.034285714
0.339285714,0.14,0.072142857,0.034285714,0.03
0.14,0.072142857,0.034285714,0.03,0.03
0.072142857,0.034285714,0.03,0.03,0.03
0.034285714,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03,0.027857143
0.03,0.03,0.03,0.027857143,0.02
0.03,0.03,0.027857143,0.02,0.042142857
0.03,0.027857143,0.02,0.042142857,0.051428571
0.027857143,0.02,0.042142857,0.051428571,0.044285714
0.02,0.042142857,0.051428571,0.044285714,0.062857143
0.042142857,0.051428571,0.044285714,0.062857143,0.267857143
0.051428571,0.044285714,0.062857143,0.267857143,0.155714286
0.044285714,0.062857143,0.267857143,0.155714286,0.206428571
0.062857143,0.267857143,0.155714286,0.206428571,0.241428571
0.267857143,0.155714286,0.206428571,0.241428571,0.178571429
0.155714286,0.206428571,0.241428571,0.178571429,0.397142857
0.206428571,0.241428571,0.178571429,0.397142857,0.292857143
0.241428571,0.178571429,0.397142857,0.292857143,0.776428571
0.178571429,0.397142857,0.292857143,0.776428571,1.576428571
0.397142857,0.292857143,0.776428571,1.576428571,4.899285714
0.292857143,0.776428571,1.576428571,4.899285714,6.467857143
0.776428571,1.576428571,4.899285714,6.467857143,8.202142857
1.576428571,4.899285714,6.467857143,8.202142857,4.949285714
4.899285714,6.467857143,8.202142857,4.949285714,3.717142857
6.467857143,8.202142857,4.949285714,3.717142857,0.93
8.202142857,4.949285714,3.717142857,0.93,0.547857143
4.949285714,3.717142857,0.93,0.547857143,0.282857143
3.717142857,0.93,0.547857143,0.282857143,0.161428571
0.93,0.547857143,0.282857143,0.161428571,0.160714286
0.547857143,0.282857143,0.161428571,0.160714286,0.154285714
0.282857143,0.161428571,0.160714286,0.154285714,0.176428571
0.161428571,0.160714286,0.154285714,0.176428571,0.220714286
0.160714286,0.154285714,0.176428571,0.220714286,0.262142857
0.154285714,0.176428571,0.220714286,0.262142857,0.295
0.176428571,0.220714286,0.262142857,0.295,0.438571429
0.220714286,0.262142857,0.295,0.438571429,0.512857143
0.262142857,0.295,0.438571429,0.512857143,0.502857143
0.295,0.438571429,0.512857143,0.502857143,0.440714286
0.438571429,0.512857143,0.502857143,0.440714286,0.374285714
0.512857143,0.502857143,0.440714286,0.374285714,0.367857143
0.502857143,0.440714286,0.374285714,0.367857143,0.44
0.440714286,0.374285714,0.367857143,0.44,0.529285714
0.374285714,0.367857143,0.44,0.529285714,1.680714286
0.367857143,0.44,0.529285714,1.680714286,0.976428571
0.44,0.529285714,1.680714286,0.976428571,1.43
0.529285714,1.680714286,0.976428571,1.43,3.391428571
1.680714286,0.976428571,1.43,3.391428571,1.55
0.976428571,1.43,3.391428571,1.55,1.112857143
1.43,3.391428571,1.55,1.112857143,0.647857143
3.391428571,1.55,1.112857143,0.647857143,0.242857143
1.55,1.112857143,0.647857143,0.242857143,0.137857143
1.112857143,0.647857143,0.242857143,0.137857143,0.099285714
0.647857143,0.242857143,0.137857143,0.099285714,0.077857143
0.242857143,0.137857143,0.099285714,0.077857143,0.773571429
0.137857143,0.099285714,0.077857143,0.773571429,0.042857143
0.099285714,0.077857143,0.773571429,0.042857143,0.041428571
0.077857143,0.773571429,0.042857143,0.041428571,0.052142857
0.773571429,0.042857143,0.041428571,0.052142857,0.092857143
0.042857143,0.041428571,0.052142857,0.092857143,0.094285714
0.041428571,0.052142857,0.092857143,0.094285714,0.266428571
0.052142857,0.092857143,0.094285714,0.266428571,0.510714286
0.092857143,0.094285714,0.266428571,0.510714286,0.507142857
0.094285714,0.266428571,0.510714286,0.507142857,0.422857143
0.266428571,0.510714286,0.507142857,0.422857143,0.391428571
0.510714286,0.507142857,0.422857143,0.391428571,0.438571429
0.507142857,0.422857143,0.391428571,0.438571429,0.407142857
0.422857143,0.391428571,0.438571429,0.407142857,0.58
0.391428571,0.438571429,0.407142857,0.58,0.58
0.438571429,0.407142857,0.58,0.58,0.878571429
0.407142857,0.58,0.58,0.878571429,1.027857143
0.58,0.58,0.878571429,1.027857143,1.365714286
0.58,0.878571429,1.027857143,1.365714286,1.845714286
0.878571429,1.027857143,1.365714286,1.845714286,2.162142857
1.027857143,1.365714286,1.845714286,2.162142857,0.997142857
1.365714286,1.845714286,2.162142857,0.997142857,1.382142857
1.845714286,2.162142857,0.997142857,1.382142857,0.415
2.162142857,0.997142857,1.382142857,0.415,0.1
0.997142857,1.382142857,0.415,0.1,0.063571429
1.382142857,0.415,0.1,0.063571429,0.042857143
0.415,0.1,0.063571429,0.042857143,0.025714286
0.1,0.063571429,0.042857143,0.025714286,0.021428571
0.063571429,0.042857143,0.025714286,0.021428571,0.03
0.042857143,0.025714286,0.021428571,0.03,0.016428571
0.025714286,0.021428571,0.03,0.016428571,0.041428571
0.021428571,0.03,0.016428571,0.041428571,0.06
0.03,0.016428571,0.041428571,0.06,0.214285714
0.016428571,0.041428571,0.06,0.214285714,1.375
0.041428571,0.06,0.214285714,1.375,1.599285714
0.06,0.214285714,1.375,1.599285714,0.516428571
0.214285714,1.375,1.599285714,0.516428571,0.615
1.375,1.599285714,0.516428571,0.615,0.618571429
1.599285714,0.516428571,0.615,0.618571429,0.61
0.516428571,0.615,0.618571429,0.61,0.611428571
0.615,0.618571429,0.61,0.611428571,0.662857143
0.618571429,0.61,0.611428571,0.662857143,0.687142857
0.61,0.611428571,0.662857143,0.687142857,0.853571429
0.611428571,0.662857143,0.687142857,0.853571429,1.17
0.662857143,0.687142857,0.853571429,1.17,1.465714286
0.687142857,0.853571429,1.17,1.465714286,2.163571429
0.853571429,1.17,1.465714286,2.163571429,2.38
1.17,1.465714286,2.163571429,2.38,2.222857143
1.465714286,2.163571429,2.38,2.222857143,5.151428571
2.163571429,2.38,2.222857143,5.151428571,1.043571429
2.38,2.222857143,5.151428571,1.043571429,0.323571429
2.222857143,5.151428571,1.043571429,0.323571429,0.15
5.151428571,1.043571429,0.323571429,0.15,0.072142857
1.043571429,0.323571429,0.15,0.072142857,0.07
0.323571429,0.15,0.072142857,0.07,0.072857143
0.15,0.072142857,0.07,0.072857143,0.092142857
0.072142857,0.07,0.072857143,0.092142857,0.065714286
0.07,0.072857143,0.092142857,0.065714286,0.080714286
0.072857143,0.092142857,0.065714286,0.080714286,0.180714286
0.092142857,0.065714286,0.080714286,0.180714286,0.242857143
0.065714286,0.080714286,0.180714286,0.242857143,0.345
0.080714286,0.180714286,0.242857143,0.345,0.363571429
0.180714286,0.242857143,0.345,0.363571429,0.330714286
0.242857143,0.345,0.363571429,0.330714286,0.422142857
0.345,0.363571429,0.330714286,0.422142857,0.340714286
0.363571429,0.330714286,0.422142857,0.340714286,0.454285714
0.330714286,0.422142857,0.340714286,0.454285714,0.698571429
0.422142857,0.340714286,0.454285714,0.698571429,1.657857143
0.340714286,0.454285714,0.698571429,1.657857143,2.006428571
0.454285714,0.698571429,1.657857143,2.006428571,4.191428571
0.698571429,1.657857143,2.006428571,4.191428571,17.45142857
1.657857143,2.006428571,4.191428571,17.45142857,12.27642857
2.006428571,4.191428571,17.45142857,12.27642857,6.865714286
4.191428571,17.45142857,12.27642857,6.865714286,3.707857143
17.45142857,12.27642857,6.865714286,3.707857143,0.922857143
12.27642857,6.865714286,3.707857143,0.922857143,1.116428571
6.865714286,3.707857143,0.922857143,1.116428571,1.231428571
3.707857143,0.922857143,1.116428571,1.231428571,0.59
0.922857143,1.116428571,1.231428571,0.59,0.212142857
1.116428571,1.231428571,0.59,0.212142857,0.185714286
1.231428571,0.59,0.212142857,0.185714286,0.188571429
0.59,0.212142857,0.185714286,0.188571429,0.161428571
0.212142857,0.185714286,0.188571429,0.161428571,0.177142857
0.185714286,0.188571429,0.161428571,0.177142857,0.18
0.188571429,0.161428571,0.177142857,0.18,0.51
0.161428571,0.177142857,0.18,0.51,0.943571429
0.177142857,0.18,0.51,0.943571429,0.501428571
0.18,0.51,0.943571429,0.501428571,0.492142857
0.51,0.943571429,0.501428571,0.492142857,0.627142857
0.943571429,0.501428571,0.492142857,0.627142857,0.554285714
0.501428571,0.492142857,0.627142857,0.554285714,0.375714286
0.492142857,0.627142857,0.554285714,0.375714286,0.42
0.627142857,0.554285714,0.375714286,0.42,0.398571429
0.554285714,0.375714286,0.42,0.398571429,0.43
0.375714286,0.42,0.398571429,0.43,0.411428571
0.42,0.398571429,0.43,0.411428571,0.587857143
0.398571429,0.43,0.411428571,0.587857143,1.205
0.43,0.411428571,0.587857143,1.205,1.092857143
0.411428571,0.587857143,1.205,1.092857143,0.470714286
0.587857143,1.205,1.092857143,0.470714286,0.206428571
1.205,1.092857143,0.470714286,0.206428571,0.083571429
1.092857143,0.470714286,0.206428571,0.083571429,0.061428571
0.470714286,0.206428571,0.083571429,0.061428571,0.030714286
0.206428571,0.083571429,0.061428571,0.030714286,0.026428571
0.083571429,0.061428571,0.030714286,0.026428571,0.02
0.061428571,0.030714286,0.026428571,0.02,0.02
0.030714286,0.026428571,0.02,0.02,0.032142857
0.026428571,0.02,0.02,0.032142857,0.047142857
0.02,0.02,0.032142857,0.047142857,0.037857143
0.02,0.032142857,0.047142857,0.037857143,0.045714286
0.032142857,0.047142857,0.037857143,0.045714286,0.062857143
0.047142857,0.037857143,0.045714286,0.062857143,0.07
0.037857143,0.045714286,0.062857143,0.07,0.062142857
0.045714286,0.062857143,0.07,0.062142857,0.054285714
0.062857143,0.07,0.062142857,0.054285714,0.102142857
0.07,0.062142857,0.054285714,0.102142857,0.109285714
0.062142857,0.054285714,0.102142857,0.109285714,0.171428571
0.054285714,0.102142857,0.109285714,0.171428571,0.377142857
0.102142857,0.109285714,0.171428571,0.377142857,1.535
0.109285714,0.171428571,0.377142857,1.535,0.474285714
0.171428571,0.377142857,1.535,0.474285714,1.692857143
0.377142857,1.535,0.474285714,1.692857143,1.892142857
1.535,0.474285714,1.692857143,1.892142857,2.137142857
0.474285714,1.692857143,1.892142857,2.137142857,2.764285714
1.692857143,1.892142857,2.137142857,2.764285714,1.545
1.892142857,2.137142857,2.764285714,1.545,0.951428571
2.137142857,2.764285714,1.545,0.951428571,0.277857143
2.764285714,1.545,0.951428571,0.277857143,0.087857143
1.545,0.951428571,0.277857143,0.087857143,0.055714286
0.951428571,0.277857143,0.087857143,0.055714286,0.034285714
0.277857143,0.087857143,0.055714286,0.034285714,0.359285714
0.087857143,0.055714286,0.034285714,0.359285714,0.02
0.055714286,0.034285714,0.359285714,0.02,0.012142857
0.034285714,0.359285714,0.02,0.012142857,0.017142857
0.359285714,0.02,0.012142857,0.017142857,0.023571429
0.02,0.012142857,0.017142857,0.023571429,0.042857143
0.012142857,0.017142857,0.023571429,0.042857143,0.067142857
0.017142857,0.023571429,0.042857143,0.067142857,0.065714286
0.023571429,0.042857143,0.067142857,0.065714286,0.082857143
0.042857143,0.067142857,0.065714286,0.082857143,0.129285714
0.067142857,0.065714286,0.082857143,0.129285714,0.220714286
0.065714286,0.082857143,0.129285714,0.220714286,0.202857143
0.082857143,0.129285714,0.220714286,0.202857143,0.200714286
0.129285714,0.220714286,0.202857143,0.200714286,0.266428571
0.220714286,0.202857143,0.200714286,0.266428571,0.261428571
0.202857143,0.200714286,0.266428571,0.261428571,0.282142857
0.200714286,0.266428571,0.261428571,0.282142857,0.318571429
0.266428571,0.261428571,0.282142857,0.318571429,0.290714286
0.261428571,0.282142857,0.318571429,0.290714286,0.329285714
0.282142857,0.318571429,0.290714286,0.329285714,0.213571429
0.318571429,0.290714286,0.329285714,0.213571429,0.028571429
0.290714286,0.329285714,0.213571429,0.028571429,0.017142857
0.329285714,0.213571429,0.028571429,0.017142857,0.012142857
0.213571429,0.028571429,0.017142857,0.012142857,0.013714286
0.028571429,0.017142857,0.012142857,0.013714286,0.001
0.017142857,0.012142857,0.013714286,0.001,0.004857143
0.012142857,0.013714286,0.001,0.004857143,0.01
0.013714286,0.001,0.004857143,0.01,0.01
0.001,0.004857143,0.01,0.01,0.01
0.004857143,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.014285714
0.01,0.01,0.01,0.014285714,0.025714286
0.01,0.01,0.014285714,0.025714286,0.034285714
0.01,0.014285714,0.025714286,0.034285714,0.022142857
0.014285714,0.025714286,0.034285714,0.022142857,0.028571429
0.025714286,0.034285714,0.022142857,0.028571429,0.059285714
0.034285714,0.022142857,0.028571429,0.059285714,0.05
0.022142857,0.028571429,0.059285714,0.05,0.05
0.028571429,0.059285714,0.05,0.05,0.076428571
0.059285714,0.05,0.05,0.076428571,0.151428571
0.05,0.05,0.076428571,0.151428571,0.255714286
0.05,0.076428571,0.151428571,0.255714286,0.426428571
0.076428571,0.151428571,0.255714286,0.426428571,2.337142857
0.151428571,0.255714286,0.426428571,2.337142857,0.487857143
0.255714286,0.426428571,2.337142857,0.487857143,0.145714286
0.426428571,2.337142857,0.487857143,0.145714286,0.1
2.337142857,0.487857143,0.145714286,0.1,0.1
0.487857143,0.145714286,0.1,0.1,0.087857143
0.145714286,0.1,0.1,0.087857143,0.063571429
0.1,0.1,0.087857143,0.063571429,0.05
0.1,0.087857143,0.063571429,0.05,0.05
0.087857143,0.063571429,0.05,0.05,0.036
0.063571429,0.05,0.05,0.036,0.001
0.05,0.05,0.036,0.001,0.001
0.05,0.036,0.001,0.001,0.001
0.036,0.001,0.001,0.001,0.004857143
0.001,0.001,0.001,0.004857143,0.014285714
0.001,0.001,0.004857143,0.014285714,0.023571429
0.001,0.004857143,0.014285714,0.023571429,0.032857143
0.004857143,0.014285714,0.023571429,0.032857143,0.038571429
0.014285714,0.023571429,0.032857143,0.038571429,0.249285714
0.023571429,0.032857143,0.038571429,0.249285714,0.259285714
0.032857143,0.038571429,0.249285714,0.259285714,0.410714286
0.038571429,0.249285714,0.259285714,0.410714286,0.272857143
0.249285714,0.259285714,0.410714286,0.272857143,0.388571429
0.259285714,0.410714286,0.272857143,0.388571429,0.410714286
0.410714286,0.272857143,0.388571429,0.410714286,0.426428571
0.272857143,0.388571429,0.410714286,0.426428571,0.582142857
0.388571429,0.410714286,0.426428571,0.582142857,0.501428571
0.410714286,0.426428571,0.582142857,0.501428571,0.415714286
0.426428571,0.582142857,0.501428571,0.415714286,0.129285714
0.582142857,0.501428571,0.415714286,0.129285714,0.213571429
0.501428571,0.415714286,0.129285714,0.213571429,0.070714286
0.415714286,0.129285714,0.213571429,0.070714286,0.05
0.129285714,0.213571429,0.070714286,0.05,0.031428571
0.213571429,0.070714286,0.05,0.031428571,0.022857143
0.070714286,0.05,0.031428571,0.022857143,0.02
0.05,0.031428571,0.022857143,0.02,0.010714286
0.031428571,0.022857143,0.02,0.010714286,1.547857143
0.022857143,0.02,0.010714286,1.547857143,0.025
0.02,0.010714286,1.547857143,0.025,0.02
0.010714286,1.547857143,0.025,0.02,0.015714286
1.547857143,0.025,0.02,0.015714286,0.03
0.025,0.02,0.015714286,0.03,0.034285714
0.02,0.015714286,0.03,0.034285714,0.04
0.015714286,0.03,0.034285714,0.04,0.04
0.03,0.034285714,0.04,0.04,0.04
0.034285714,0.04,0.04,0.04,0.037142857
0.04,0.04,0.04,0.037142857,0.033571429
0.04,0.04,0.037142857,0.033571429,0.053571429
0.04,0.037142857,0.033571429,0.053571429,0.074285714
0.037142857,0.033571429,0.053571429,0.074285714,0.08
0.033571429,0.053571429,0.074285714,0.08,0.168571429
0.053571429,0.074285714,0.08,0.168571429,0.12
0.074285714,0.08,0.168571429,0.12,0.198571429
0.08,0.168571429,0.12,0.198571429,0.164285714
0.168571429,0.12,0.198571429,0.164285714,0.078571429
0.12,0.198571429,0.164285714,0.078571429,0.072142857
0.198571429,0.164285714,0.078571429,0.072142857,0.065
0.164285714,0.078571429,0.072142857,0.065,0.075
0.078571429,0.072142857,0.065,0.075,0.065
0.072142857,0.065,0.075,0.065,0.055714286
0.065,0.075,0.065,0.055714286,0.044285714
0.075,0.065,0.055714286,0.044285714,0.032857143
0.065,0.055714286,0.044285714,0.032857143,0.022142857
0.055714286,0.044285714,0.032857143,0.022142857,0.015
0.044285714,0.032857143,0.022142857,0.015,0.007428571
0.032857143,0.022142857,0.015,0.007428571,0.001857143
0.022142857,0.015,0.007428571,0.001857143,0.006857143
0.015,0.007428571,0.001857143,0.006857143,0.021571429
0.007428571,0.001857143,0.006857143,0.021571429,0.030928571
0.001857143,0.006857143,0.021571429,0.030928571,0.035785714
0.006857143,0.021571429,0.030928571,0.035785714,0.022071429
0.021571429,0.030928571,0.035785714,0.022071429,0.041285714
0.030928571,0.035785714,0.022071429,0.041285714,0.050214286
0.035785714,0.022071429,0.041285714,0.050214286,0.051428571
0.022071429,0.041285714,0.050214286,0.051428571,0.124428571
0.041285714,0.050214286,0.051428571,0.124428571,0.276285714
0.050214286,0.051428571,0.124428571,0.276285714,0.530714286
0.051428571,0.124428571,0.276285714,0.530714286,0.827142857
0.124428571,0.276285714,0.530714286,0.827142857,1.310285714
0.276285714,0.530714286,0.827142857,1.310285714,2.755714286
0.530714286,0.827142857,1.310285714,2.755714286,1.991428571
0.827142857,1.310285714,2.755714286,1.991428571,2.843571429
1.310285714,2.755714286,1.991428571,2.843571429,1.047571429
2.755714286,1.991428571,2.843571429,1.047571429,0.725571429
1.991428571,2.843571429,1.047571429,0.725571429,0.289642857
2.843571429,1.047571429,0.725571429,0.289642857,0.122571429
1.047571429,0.725571429,0.289642857,0.122571429,0.293785714
0.725571429,0.289642857,0.122571429,0.293785714,0.066928571
0.289642857,0.122571429,0.293785714,0.066928571,0.024214286
0.122571429,0.293785714,0.066928571,0.024214286,0.017
0.293785714,0.066928571,0.024214286,0.017,0.018857143
0.066928571,0.024214286,0.017,0.018857143,0.023571429
0.024214286,0.017,0.018857143,0.023571429,0.029285714
0.017,0.018857143,0.023571429,0.029285714,0.034071429
0.018857143,0.023571429,0.029285714,0.034071429,0.701071429
0.023571429,0.029285714,0.034071429,0.701071429,0.339428571
0.029285714,0.034071429,0.701071429,0.339428571,0.317571429
0.034071429,0.701071429,0.339428571,0.317571429,0.483285714
0.701071429,0.339428571,0.317571429,0.483285714,0.639714286
0.339428571,0.317571429,0.483285714,0.639714286,0.622214286
0.317571429,0.483285714,0.639714286,0.622214286,0.512571429
0.483285714,0.639714286,0.622214286,0.512571429,0.436214286
0.639714286,0.622214286,0.512571429,0.436214286,0.540928571
0.622214286,0.512571429,0.436214286,0.540928571,0.9445
0.512571429,0.436214286,0.540928571,0.9445,0.816214286
0.436214286,0.540928571,0.9445,0.816214286,1.418785714
0.540928571,0.9445,0.816214286,1.418785714,3.107857143
0.9445,0.816214286,1.418785714,3.107857143,1.345928571
0.816214286,1.418785714,3.107857143,1.345928571,0.907642857
1.418785714,3.107857143,1.345928571,0.907642857,0.604214286
3.107857143,1.345928571,0.907642857,0.604214286,0.347857143
1.345928571,0.907642857,0.604214286,0.347857143,0.108142857
0.907642857,0.604214286,0.347857143,0.108142857,1.623428571
0.604214286,0.347857143,0.108142857,1.623428571,0.414857143
0.347857143,0.108142857,1.623428571,0.414857143,0.182857143
0.108142857,1.623428571,0.414857143,0.182857143,0.104714286
1.623428571,0.414857143,0.182857143,0.104714286,0.0375
0.414857143,0.182857143,0.104714286,0.0375,0.034285714
0.182857143,0.104714286,0.0375,0.034285714,0.009571429
0.104714286,0.0375,0.034285714,0.009571429,0.043
0.0375,0.034285714,0.009571429,0.043,0.043857143
0.034285714,0.009571429,0.043,0.043857143,0.027714286
0.009571429,0.043,0.043857143,0.027714286,0.154928571
0.043,0.043857143,0.027714286,0.154928571,0.208142857
0.043857143,0.027714286,0.154928571,0.208142857,0.181357143
0.027714286,0.154928571,0.208142857,0.181357143,0.267071429
0.154928571,0.208142857,0.181357143,0.267071429,0.290428571
0.208142857,0.181357143,0.267071429,0.290428571,0.412214286
0.181357143,0.267071429,0.290428571,0.412214286,0.493571429
0.267071429,0.290428571,0.412214286,0.493571429,0.907785714
0.290428571,0.412214286,0.493571429,0.907785714,2.581428571
0.412214286,0.493571429,0.907785714,2.581428571,1.779285714
0.493571429,0.907785714,2.581428571,1.779285714,1.649285714
0.907785714,2.581428571,1.779285714,1.649285714,1.240928571
2.581428571,1.779285714,1.649285714,1.240928571,0.564857143
1.779285714,1.649285714,1.240928571,0.564857143,0.485928571
1.649285714,1.240928571,0.564857143,0.485928571,0.142642857
1.240928571,0.564857143,0.485928571,0.142642857,0.088285714
0.564857143,0.485928571,0.142642857,0.088285714,0.059785714
0.485928571,0.142642857,0.088285714,0.059785714,0.029142857
0.142642857,0.088285714,0.059785714,0.029142857,0.015785714
0.088285714,0.059785714,0.029142857,0.015785714,1.616928571
0.059785714,0.029142857,0.015785714,1.616928571,0.009928571
0.029142857,0.015785714,1.616928571,0.009928571,0.0055
0.015785714,1.616928571,0.009928571,0.0055,0.001357143
1.616928571,0.009928571,0.0055,0.001357143,0.008071429
0.009928571,0.0055,0.001357143,0.008071429,0.001
0.0055,0.001357143,0.008071429,0.001,0.078785714
0.001357143,0.008071429,0.001,0.078785714,0.107142857
0.008071429,0.001,0.078785714,0.107142857,0.192857143
0.001,0.078785714,0.107142857,0.192857143,0.221428571
0.078785714,0.107142857,0.192857143,0.221428571,0.185714286
0.107142857,0.192857143,0.221428571,0.185714286,0.25
0.192857143,0.221428571,0.185714286,0.25,0.392857143
0.221428571,0.185714286,0.25,0.392857143,0.785714286
0.185714286,0.25,0.392857143,0.785714286,0.542857143
0.25,0.392857143,0.785714286,0.542857143,0.5
0.392857143,0.785714286,0.542857143,0.5,0.642857143
0.785714286,0.542857143,0.5,0.642857143,0.785714286
0.542857143,0.5,0.642857143,0.785714286,0.592857143
0.5,0.642857143,0.785714286,0.592857143,0.278571429
0.642857143,0.785714286,0.592857143,0.278571429,0.3575
0.785714286,0.592857143,0.278571429,0.3575,0.001
0.592857143,0.278571429,0.3575,0.001,0.001
0.278571429,0.3575,0.001,0.001,0.015214286
0.3575,0.001,0.001,0.015214286,0.001
0.001,0.001,0.015214286,0.001,0.001
0.001,0.015214286,0.001,0.001,0.001
0.015214286,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.001
0.001,0.001,0.001,0.001,0.007642857
0.001,0.001,0.001,0.007642857,0.020928571
0.001,0.001,0.007642857,0.020928571,0.114857143
0.001,0.007642857,0.020928571,0.114857143,0.380142857
0.007642857,0.020928571,0.114857143,0.380142857,0.238642857
0.020928571,0.114857143,0.380142857,0.238642857,0.208714286
0.114857143,0.380142857,0.238642857,0.208714286,0.235214286
